id,class,owner,type,aircraft
cb9feea2-c282-4ecb-aa2e-050ca9c91f20,NATJ,NAT,Include,B778
4ead4f32-ed02-488b-9064-533689ae0b1e,NATJ,NAT,Include,B779
36265be2-1aa1-4e25-b156-6c26d8029362,NATJ,NAT,Include,B77L
58cba14a-38b4-4f82-b2db-e3044945b2ac,NATJ,NAT,Include,B77W
90178a8a-ba7b-4f34-b78f-0f65c8b105ca,NATJ,NAT,Include,B788
b49626b3-2ca9-4c8a-9758-f018f0415f81,NATJ,NAT,Include,B789
6d92d23b-3603-4d3e-9f13-fa49e7b62f07,NATJ,NAT,Include,B78X
dfde030e-bf36-4fcf-ab02-7e33f043c52f,NATJ,NAT,Include,BA11
6956c948-7938-4d1c-a09a-1da544a396f7,NATJ,NAT,Include,BCS1
f1426a6d-63e0-47b7-afb2-e483e470da99,NATJ,NAT,Include,BCS3
62680930-1148-46fd-8732-8d082a099dc5,NATJ,NAT,Include,BD10
6a7118b6-b6f9-49e6-9b2d-01c2828bb174,NATJ,NAT,Include,BD5J
c45b0888-89be-434a-81e1-5fe958f37990,NATJ,NAT,Include,BE40
ec56b549-8a6c-494e-b51f-6a22ff47f2fa,NATJ,NAT,Include,BE45
22ba5a36-2024-4c88-97c2-9d6ec09fb2d4,NATJ,NAT,Include,BER2
7a40fff8-388b-4d0f-baaa-2bb369524bca,NATJ,NAT,Include,BER4
bcdcb66e-377b-4c7c-b352-a7072f728f01,NATJ,NAT,Include,BLCF
65bd0b62-2465-46fd-9dd1-6940dde17e86,NATJ,NAT,Include,BSCA
6aa8ca60-346c-4047-8978-4bfb1bfa0c42,NATJ,NAT,Include,BUC
fe75c396-de0b-4c97-9a5f-0e6b4854c927,NATJ,NAT,Include,C1
eded5ca3-2208-4a44-926b-734434310935,NATJ,NAT,Include,C101
d5b33972-73fe-4692-b38c-f94856e05234,NATJ,NAT,Include,C135
aabc841b-7b8c-4cfd-bfca-18a71f042c68,NATJ,NAT,Include,C141
e715d5c6-b1ec-4fef-962d-51e24e61babe,NATJ,NAT,Include,C15
77e3b092-7ffe-4013-918d-c04003b5e36c,NATJ,NAT,Include,C17
bd0308f7-0189-41cf-af22-73a3b1b5b676,NATJ,NAT,Include,C22J
aec7f6f5-07be-4517-9cde-e543da1b0af9,NATJ,NAT,Include,C25A
8a800460-f1e7-4b39-9015-63d48c8167b0,NATJ,NAT,Include,C25B
9be6cfa7-4fc7-417f-8a63-481861684f35,NATJ,NAT,Include,C25C
bf2fa8c6-fc0a-4936-aaa7-cc7776b9277e,NATJ,NAT,Include,C25M
96813698-cc8d-4359-8497-5204b61bbcc0,NATJ,NAT,Include,C5
1ec8d5e9-977f-4690-a162-aa44bcee41bc,NATJ,NAT,Include,C500
8963c8f0-4fa0-460b-9145-965e30711060,NATJ,NAT,Include,C501
9bb5a77c-b1b8-4d2d-8570-e82c8993864e,NATJ,NAT,Include,C510
2ff933c8-4c32-4373-91fe-88d6090bbff9,NATJ,NAT,Include,C525
85675c04-4d1a-414d-a601-ba702bf4242c,NATJ,NAT,Include,C526
5c7aada4-abc6-41e1-ad3c-c707d46d5214,NATJ,NAT,Include,C550
17442789-466e-4cf5-adbb-5832cc856fbc,NATJ,NAT,Include,C551
98e897b1-8ea7-4643-a982-ac1e0f3679f6,NATJ,NAT,Include,C55B
7530a5d6-3d30-4de1-b9ee-295557b550e4,NATJ,NAT,Include,C560
59d76685-8a6c-4e04-884a-44d2bba47211,NATJ,NAT,Include,C56X
3f732bfc-f139-4556-a107-9faadf8b6f08,NATJ,NAT,Include,C5M
f04b6042-84dc-4452-bc42-c129791eac56,NATJ,NAT,Include,C650
3aa637b3-c334-44e3-8957-417cbdebd7f0,NATJ,NAT,Include,C680
d8fb44c1-3812-4640-b3a7-908394c0b2cd,NATJ,NAT,Include,C68A
d04eaa46-f298-476c-8ff3-2a02611f6be6,NATJ,NAT,Include,C700
d7055824-59dd-4908-9f75-ebbcdb27cdff,NATJ,NAT,Include,C750
1de546a9-05a0-4a27-af89-85d1b4e6f4e8,NATJ,NAT,Include,C919
7d68241f-584e-494d-a793-495551b2e6cd,NATJ,NAT,Include,CAJ
84994ffc-4c55-4444-af39-5393d4783f13,NATJ,NAT,Include,CKUO
f940f9a8-569c-474b-8c8d-2acf4e90e59e,NATJ,NAT,Include,CL30
2ec052ae-c4a1-4dbf-8981-0873057e6443,NATJ,NAT,Include,CL35
de85d28a-6a3c-4b71-bed5-61fab8f3c582,NATJ,NAT,Include,CL41
6448f4c9-9d3b-41e6-bafd-b1b974311383,NATJ,NAT,Include,CL60
1fd45bd1-9bf2-4f0c-af8e-5e3ef22a3c59,NATJ,NAT,Include,CNBR
870921f5-ada2-408f-9cb4-eee5a34fe2c6,NATJ,NAT,Include,CRJ1
992ed836-2b9e-4a9c-803b-cf13933014b6,NATJ,NAT,Include,CRJ2
739d6b5a-6e64-44f8-8c28-dae243ced3a9,NATJ,NAT,Include,CRJ7
56f44728-668e-4354-9a57-d4dd960595fb,NATJ,NAT,Include,CRJ9
6589314d-8d04-4cb9-b7fd-ba9688ff3842,NATJ,NAT,Include,CRJX
fdcbcfac-4f17-4f5f-844d-911e1387c247,NATJ,NAT,Include,DC10
9cb935b3-ffb5-4e64-b45e-eb8f06f46994,NATJ,NAT,Include,DC85
d35287d0-afdd-407e-965b-ba7d57403da6,NATJ,NAT,Include,DC86
e79758e0-ed90-4c15-a15f-e872ca529276,NATJ,NAT,Include,DC87
075ad8a2-acab-44a7-93b7-466eb5bb6705,NATJ,NAT,Include,DC91
1043361a-e8b2-46c6-ba69-aa777ad71ba4,NATJ,NAT,Include,DC92
461d2d90-42f2-4bec-b82d-7255fdd1d8d8,NATJ,NAT,Include,DC93
f044701f-ee22-4b2e-ae3b-dbc379d3f6dc,NATJ,NAT,Include,DC94
1698496d-ec8f-4dfc-a6b3-ccece25b5b55,NATJ,NAT,Include,DC95
9b09f125-1429-44b0-9ed6-ba0459a768f9,NATJ,NAT,Include,DJET
02701d93-f959-486c-8c7f-418f5350b01d,NATJ,NAT,Include,E135
cd0a24b8-4924-45fb-acef-f9e82c9f40fc,NATJ,NAT,Include,E145
11affba2-4e60-4d79-9ad0-a5d51fa10bb5,NATJ,NAT,Include,E170
4338d7cd-2e3e-4ce5-a694-d4951718f94e,NATJ,NAT,Include,E190
a7e29d56-02d3-4ebd-88c5-385fddfc14ec,NATJ,NAT,Include,E195
3a7a727a-39b6-4bf6-af74-5ed1de4a0d1c,NATJ,NAT,Include,E290
e64424bc-1854-46e6-be58-6abc4c79a97e,NATJ,NAT,Include,E35L
e3eddd12-a464-45a3-a181-325eb4fb369a,NATJ,NAT,Include,E3CF
d837c3f0-7a39-4a01-879d-abd02dc90b22,NATJ,NAT,Include,E3TF
fea8ebf9-099c-4c57-8840-f600d34dd136,NATJ,NAT,Include,E45X
5b6abf3d-52e1-42d4-882c-d828d080f4dd,NATJ,NAT,Include,E50P
2f42fe0a-64a7-4510-b7be-01a4d7372031,NATJ,NAT,Include,E545
2583bfb2-4665-4a01-aeec-b4a7185a7bf3,NATJ,NAT,Include,E550
7ef180da-ebb4-4999-95b2-64e0dda68c4f,NATJ,NAT,Include,E55P
b57050e7-68d5-46bd-adc7-714364bf1cd7,NATJ,NAT,Include,E6
9963821b-305e-4272-8f12-91c7cec214b2,NATJ,NAT,Include,E737
7b7132a0-103d-44c8-a5cd-063e5e3df68f,NATJ,NAT,Include,E75L
2824d6e5-5369-4f0a-acb7-162a946d9b6a,NATJ,NAT,Include,E75S
0f09ae1d-f698-4c3b-b36d-d119f7da6a6e,NATJ,NAT,Include,E767
b82b1f23-0963-4261-8cf9-5f839a76f313,NATJ,NAT,Include,EA40
d8c22fb8-5457-47f5-9a66-d8bc6f1c1fc3,NATJ,NAT,Include,EA50
6c8fbd85-e005-4389-a124-b01864ed0217,NATJ,NAT,Include,ELIT
f10de7a8-67da-4342-85b8-4c74207c0f47,NATJ,NAT,Include,EM10
6c5fbc1b-8ffd-48cb-92b9-b05ae56c3188,NATJ,NAT,Include,ETAR
20144d92-63f4-47a8-b4de-53cbfbd60b19,NATJ,NAT,Include,EVIC
e7dc7de8-0bf8-4c3f-9251-2695364f0766,NATJ,NAT,Include,F1
cfcfe143-d3e1-4555-b89d-7e2b8e30188a,NATJ,NAT,Include,F100
a741d8f9-e7d1-4381-9be8-2c11f79114b2,NATJ,NAT,Include,F106
70265b7c-6303-4464-baf6-a7dcecbb5631,NATJ,NAT,Include,F117
2c95c66d-98d8-461a-b8a0-a338ab6648a6,NATJ,NAT,Include,F28
d1b9ca32-fceb-42c6-9927-15ab2235b421,NATJ,NAT,Include,F2TH
ecb3ba52-1c56-43a4-b7df-2010b75bd3bb,NATJ,NAT,Include,F70
087f9194-0d1a-4b5b-99c5-49903fb8c8ab,NATJ,NAT,Include,F8
f4b78ba8-43aa-4386-9b6b-595fa443c403,NATJ,NAT,Include,F900
7012ad54-15a1-49f0-9408-a0b74f7cffde,NATJ,NAT,Include,F9F
98c828d3-c8cb-449d-bc15-d21e16fbf141,NATJ,NAT,Include,FA10
1cac1bc3-e00c-48ea-bb33-f2caf6038e3c,NATJ,NAT,Include,FA20
6daf01a2-e475-4628-a9cb-6db5c81e8bca,NATJ,NAT,Include,FA50
20addecf-fb10-4295-b057-d2e3acbd185a,NATJ,NAT,Include,FA5X
cb743ff8-a18e-4fc1-b996-9a5e86566ef2,NATJ,NAT,Include,FA7X
7b6f6809-f838-45f7-a292-51b6f141367d,NATJ,NAT,Include,FA8X
64c828fc-c8fc-43e4-8cf9-5d4f0e65928e,NATJ,NAT,Include,FJ10
180727e8-bcc6-4a8f-b4a5-b5bb4d3fb1f2,NATJ,NAT,Include,FOUG
b0947bad-240f-4c8c-b08e-8e4c21f2941a,NATJ,NAT,Include,G150
a4defe81-ab5d-43f4-a0ca-bd6eb12e7311,NATJ,NAT,Include,G250
be7b7646-b214-4cb8-ac9f-015025d08cc7,NATJ,NAT,Include,G280
2dd374be-91f2-4051-98a8-a2616b641f63,NATJ,NAT,Include,G2GL
fd3b2fba-c81e-42db-be36-ad2a1aedcdc7,NATJ,NAT,Include,G4SG
dfe6b3f6-b37a-4080-a498-bd0d6f345538,NATJ,NAT,Include,GA5C
6646d596-7927-4721-931b-0ae51151060f,NATJ,NAT,Include,GA6C
5d98c596-fd5c-4e4d-8b3a-2d66deef32b5,NATJ,NAT,Include,GALX
30a6ebb6-ed1e-4d77-a9e9-e4354a05bea8,NATJ,NAT,Include,GFLY
dd702d22-267d-4b26-84ad-36efbf31832c,NATJ,NAT,Include,GL5T
9f65993a-b120-4f34-9eab-40725ddae372,NATJ,NAT,Include,GL7T
f339ad96-7211-4f0a-9af6-8c4326250417,NATJ,NAT,Include,GLEX
0929875a-46d1-42d7-84f5-cecb16aa11cc,NATJ,NAT,Include,GLF2
eb7c1e48-f7c3-471d-9e33-be127e52b8ff,NATJ,NAT,Include,GLF3
cfd5e0d1-364f-43fc-8244-b6b9ff1eda3e,NATJ,NAT,Include,GLF4
1af93e3e-14ae-4e1e-bfd9-7e051384ad85,NATJ,NAT,Include,GLF5
7bb5b688-4def-41e0-9606-8a506ce379ec,NATJ,NAT,Include,GLF6
9a3feff3-f180-4843-a9b0-5a1a31780b59,NATJ,NAT,Include,GNAT
9a92997e-1bd7-4eba-8b05-715b8cc51711,NATJ,NAT,Include,GSPN
09ce0883-cfb2-45d5-b46c-c6ae40e05b5d,NATJ,NAT,Include,H25A
9f27e989-d886-4e19-9cf6-44d987a7defe,NATJ,NAT,Include,H25B
e05d7823-6911-4b0b-a90c-a08613d7cbfa,NATJ,NAT,Include,H25C
e0a04912-1406-4ff3-bebb-69cba528336e,NATJ,NAT,Include,HA4T
51acfeb3-23b9-47ea-8179-dfa1847d2c5b,NATJ,NAT,Include,HAWK
b7a0c9dd-df88-43be-b5eb-8015e538caac,NATJ,NAT,Include,HDJT
b7c7b795-7072-4c5b-9791-361584280c63,NATJ,NAT,Include,HF20
d6011aa5-516f-494b-9550-423401c0d2d6,NATJ,NAT,Include,I22
9e531afd-d833-4a98-a4c2-3c35e89c1e55,NATJ,NAT,Include,IA63
4c71e4cd-4611-4e56-bcd5-9ce5a16e8276,NATJ,NAT,Include,IL28
d89e0753-1877-4a96-9b9e-53dc6da4f1d0,NATJ,NAT,Include,IL62
be58518e-ee88-4d95-aef6-40d485f8f54e,NATJ,NAT,Include,IL76
edf724a8-3894-44d7-b705-773563681a43,NATJ,NAT,Include,IL86
bd3e05f1-d5c9-4222-9dc6-c2ef6b8b0392,NATJ,NAT,Include,IL96
7e73f232-71ef-44cd-b11f-8614c0f20935,NATJ,NAT,Include,IR99
5ac2c957-b1bc-4756-a951-a34302855a1f,NATJ,NAT,Include,J328
7bf160c1-50e5-495b-adff-01cfbc4f7a48,NATJ,NAT,Include,J728
7bbaaf52-e476-47ad-985f-054328488535,NATJ,NAT,Include,J8A
1150fce6-1f97-48bf-a271-ff385b7611bf,NATJ,NAT,Include,JAGR
c7a17ffc-acde-4932-b124-9fa6f70ba42f,NATJ,NAT,Include,JAST
a7f04ca9-2062-4e3c-ac48-b6f6e4bed3d4,NATJ,NAT,Include,JCOM
2df5bf37-fc9f-4d2c-9b2f-74600b69f60e,NATJ,NAT,Include,JH7
7148cdab-d046-42f0-b034-252811782f6e,NATJ,NAT,Include,JPRO
dbdc48cc-1242-4f9a-8096-48c5429217d4,NATJ,NAT,Include,JSQA
658fbdad-d970-4583-a40f-e0e1baaff736,NATJ,NAT,Include,K35E
60fa48b4-e109-43f2-af1d-1f1b45188b43,NATJ,NAT,Include,K35R
2be92a35-e270-409e-83a8-007973fd9ef9,NATJ,NAT,Include,K8
9ac32e83-7b17-4d4a-aaae-67486c3f8e20,NATJ,NAT,Include,KC2
868d73c5-41c3-440e-a97b-45e3f0cce506,NATJ,NAT,Include,KC39
b0597749-f62e-429d-80b0-245e290c770f,NATJ,NAT,Include,KE3
19f3232b-449a-487e-ad29-f6845d7497e0,NATJ,NAT,Include,L101
35e4707c-9852-4b90-bc70-e5bff4deeaa8,NATJ,NAT,Include,L15
af8db302-2288-4f0d-98e5-74597ac41734,NATJ,NAT,Include,L159
50c84730-6255-4370-834b-dde0fa95a04b,NATJ,NAT,Include,L29
9c6cb883-2bc0-404e-99cb-3d8241791165,NATJ,NAT,Include,L29A
26e8a7b5-069c-4990-9905-c31733064f40,NATJ,NAT,Include,L29B
3aeb0486-32fc-48b7-b27e-5d3f7a9048d4,NATJ,NAT,Include,L39
41b33c70-b17a-4656-ab39-b12004983403,NATJ,NAT,Include,LCA
503fbf55-4460-470d-8e0e-e862e1856d74,NATJ,NAT,Include,LEOP
baa14330-5d5d-4b8c-ac96-53b70a06cbbb,NATJ,NAT,Include,LJ23
4a94f07b-e784-47d6-b559-6528d031a671,NATJ,NAT,Include,LJ24
aabc7eeb-5edf-440b-b1c4-200a8c030ed6,NATJ,NAT,Include,LJ25
8f2c0fcd-007f-42a8-9c75-4d97239b0591,NATJ,NAT,Include,LJ28
99671039-43b7-446b-b0b1-6ff8a4fd0a08,NATJ,NAT,Include,LJ31
00f6511a-008b-4b7d-a83c-3b73cab0e6d0,NATJ,NAT,Include,LJ35
33b0e08a-8e93-4a18-94e5-0abb3b0e56e5,NATJ,NAT,Include,LJ40
33ef21c5-c976-4920-ad03-cc4cc96900a6,NATJ,NAT,Include,LJ45
e2190315-5de0-4701-99bd-02985a8bf893,NATJ,NAT,Include,LJ55
8642d38f-573e-492b-9a44-36a25f8a1666,NATJ,NAT,Include,LJ60
a002c866-1014-4168-9aca-2e33f0b360ee,NATJ,NAT,Include,LJ70
32c13a76-2746-4093-a5e8-d3593625d642,NATJ,NAT,Include,LJ75
7fd63d30-09f9-46b2-8002-ff3392e2f515,NATJ,NAT,Include,LJ85
37705821-5269-4571-8c52-b49d82990c05,NATJ,NAT,Include,LTNG
ae21888b-740c-4fc1-bb16-b02d1f560e46,NATJ,NAT,Include,M15
6e4087c4-3839-47d4-893b-4ccba5714cab,NATJ,NAT,Include,M17
7f63c66d-89f5-4e9a-8296-6ec6c653317e,NATJ,NAT,Include,M326
a00b2797-2372-4dfe-97c4-a5cd5aa55cae,NATJ,NAT,Include,M55
0762f7b3-7245-492b-a448-49b71438e4f5,NATJ,NAT,Include,MC23
ac81f2ba-4c73-4d3b-845b-a1d85020b930,NATJ,NAT,Include,MD11
1af9e1b8-d534-45a4-93a6-5c2df23f1c36,NATJ,NAT,Include,MD81
c0e5650b-55a4-4508-8a0d-32ff7e861634,NATJ,NAT,Include,MD82
a225b924-c6af-4189-86f9-91717f5a328a,NATJ,NAT,Include,MD83
f3d71f21-6446-49af-bece-95cdcde43303,NATJ,NAT,Include,MD87
5fc6e4b4-c223-45bb-9bb3-3081c26c7fd9,NATJ,NAT,Include,MD88
bf9a95ce-0065-481e-ada7-4e36ab625249,NATJ,NAT,Include,MD90
742ee300-c15c-4e0a-9b57-154f6b1d53a7,NATJ,NAT,Include,ME62
68a5d1c5-8fcb-4816-8ec9-c73d11542729,NATJ,NAT,Include,METR
f8c85a74-619b-4cc3-b845-5379c5efb14b,NATJ,NAT,Include,MG17
f5f65522-1420-47f8-8e7f-e604641941c0,NATJ,NAT,Include,MG21
4b02062f-acdf-4fd3-91c8-a41c50f19aad,NATJ,NAT,Include,MG23
523a71fb-c135-457e-8c2c-8fad3ff28784,NATJ,NAT,Include,MG25
828d6bdc-406e-41e4-a2eb-735d4233f1b9,NATJ,NAT,Include,MG29
ed63b3b6-e27e-4d14-878a-012bde851dfb,NATJ,NAT,Include,MG31
d4293234-a141-468f-8715-54c81b28fd60,NATJ,NAT,Include,MG44
f365d51a-590b-4bf8-99ed-3f571217f1e2,NATJ,NAT,Include,MGAT
e606c6dc-2a80-465f-b301-5bc29a88fcce,NATJ,NAT,Include,MH02
1e06314b-fade-45bd-bb38-3637c0369c7c,NATJ,NAT,Include,MICO
5b86c1ef-c5a2-4719-bec2-368cfc9677d5,NATJ,NAT,Include,MIR2
ece91851-93f5-4577-9d70-e253f49a8d14,NATJ,NAT,Include,MIRA
daffb81f-aa9f-4d2b-8119-ddb318f2a3f0,NATJ,NAT,Include,MRF1
f058a168-c3d5-4fb9-aa8d-6cf7739c84b4,NATJ,NAT,Include,MRJ7
b57e8a79-657f-4278-b3f2-cd1bd5928ca6,NATJ,NAT,Include,MRJ9
ebc5722f-59f8-4855-8537-7993e9237e2e,NATJ,NAT,Include,MS76
5ef8ab90-4bc4-4bd5-b339-1a0e24ace622,NATJ,NAT,Include,MT2
6c1aa781-f95e-44b5-bc5f-03d0c37776ce,NATJ,NAT,Include,MU30
fef225e9-817f-4a41-903e-8a734971ebfa,NATJ,NAT,Include,MYA4
675b379d-5c40-42a8-bbbe-0fd3942c093e,NATJ,NAT,Include,P1
c42239d0-fe52-4abf-87f2-7bcd119f77e1,NATJ,NAT,Include,P8
ff945241-2c7b-430c-9a71-61f6d8356ca7,NATJ,NAT,Include,PA47
7a07d399-e5e0-4226-9a5c-fc0473b07eba,NATJ,NAT,Include,PC24
eb3aeae1-54cc-44c9-9532-6a95fe1d8653,NATJ,NAT,Include,PRM1
218b03b1-98e7-4bd1-a962-88a77fbd09f1,NATJ,NAT,Include,PRTS
9659c6f2-3d71-43d7-bacd-e2586279c0b8,NATJ,NAT,Include,Q5
09e98d35-6d5d-481d-9421-ce3176507555,NATJ,NAT,Include,R135
6a061642-574d-4e5d-b112-482afb63207d,NATJ,NAT,Include,R721
28508349-a27f-4bc0-8336-b14219a953bb,NATJ,NAT,Include,R722
a90cae7a-2ce3-4e2f-b484-8f3ddea32c9a,NATJ,NAT,Include,RFAL
4693e0a1-2655-4ef6-99e8-445f4bc86f74,NATJ,NAT,Include,RJ1H
823ff46b-6d20-43d6-8195-3590dcbea591,NATJ,NAT,Include,RJ70
14ad4106-6a1d-4d5d-ab8d-a42bd7114878,NATJ,NAT,Include,RJ85
d38b651c-3495-4ac0-99b9-f0c0fa2734ea,NATJ,NAT,Include,ROAR
2472585d-fbb1-430a-8953-a524582c0288,NATJ,NAT,Include,S200
3b7e47d5-4ed8-49ef-9987-1632a5bc11af,NATJ,NAT,Include,S210
4aef59ec-38dd-4467-9017-e14e248eff6a,NATJ,NAT,Include,S211
dcac022a-af02-41f6-8fa1-7fdddbbfcddb,NATJ,NAT,Include,S3
aa0f0ada-2e53-4699-8292-32af71b8ad57,NATJ,NAT,Include,S37
5ecaebae-83f8-4b8e-a2b8-5be7db02e6b5,NATJ,NAT,Include,S601
1d736f50-1487-4cc4-905c-76998fcd632e,NATJ,NAT,Include,SATA
f47be359-bd0d-497d-8ced-7d24badb853e,NATJ,NAT,Include,SB05
36511e16-2a92-435b-8265-f29f224b61c2,NATJ,NAT,Include,SB29
257de537-9641-46f1-a1d0-2428034e8293,NATJ,NAT,Include,SB32
7b36eeb5-7fe7-4a0d-8718-f30bd612f2e4,NATJ,NAT,Include,SB35
a6b0f36b-121a-45e8-8be4-b5f43e0884ec,NATJ,NAT,Include,SB37
c867ddb6-d660-48c2-a6ac-71b9ceefc4f8,NATJ,NAT,Include,SB39
9283bec5-9c88-4734-8db2-1b9398ff5f3c,NATJ,NAT,Include,SBR1
bc60f8a1-9cec-4d56-aed8-884526da555b,NATJ,NAT,Include,SBR2
86eb3cd2-2427-492a-af1f-5f0bbfe45390,NATJ,NAT,Include,SF50
c68bf33c-4a90-4db3-8d6d-7b06760597fb,NATJ,NAT,Include,SHAW
